Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Nov;General;Alta;Comercial;Privado;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0,00;0,00;2;1.974,36;192.791,54;0;0,00;0,00;7;4.144,35;370.686,15;6;3.890,26;377.634,24;1;450,44;44.721,77;0;0,00;0,00;0;0,00;0,00;1;312,00;31.177,41;1;428,00;42.090,61;0;0,00;0,00
Nov;General;Alta;Comercial;Publico;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;2;2.374,82;165.369,04;1;360,00;29.242,08;6;2.748,00;177.590,42;2;323,89;22.803,90;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;316,80;23.887,17;2;934,39;68.406,27;0;0,00;0,00
Nov;General;Alta;Otros;Privado;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Privado;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD13 (AT / Bombeo de Agua para Servicio P£blico de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;2.804,80;116.750,01;1;587,20;24.905,50;1;11.527,09;484.221,71;0;0,00;0,00;5;6.328,19;268.239,40;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD14 (AT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;517,83;32.635,58;0;0,00;0,00;1;392,00;25.965,10;0;0,00;0,00;1;176,05;13.259,43;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD15 (AT / Beneficio P£blico con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Privado;ATCGCD16 (AT / Estaci¢n de Carga R pida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Alta;Otros;Publico;ATCGCD16 (AT / Estaci¢n de Carga R pida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;Alumbrado Publico;Baja;Alumbrado Publico;Publico;BTAPCD01 (BT / Alumbrado P£blico);1;1.498,12;111.443,85;1;7.698,79;800.466,41;1;3.726,30;309.583,06;1;14.657,79;1.234.549,20;1;8.977,04;1.453.504,55;1;2.565,29;236.607,43;1;10.252,66;699.205,46;1;3.550,70;369.891,88;257;2.014,76;553.621,02;1;6.160,25;707.145,51;1;3.131,60;260.725,84
Nov;General;Baja;Comercial;Privado;BTCGCD01 (BT / Comercial con Demanda);7;25,36;2.540,59;0;0,00;0,00;116;160,20;20.180,67;4.164;13.630,90;1.539.905,87;1.058;3.891,92;445.683,89;70;150,39;17.428,92;128;229,43;25.914,79;363;887,48;101.687,81;65;195,39;21.561,65;36;87,33;9.859,23;80;105,64;12.508,94
Nov;General;Baja;Comercial;Publico;BTCGCD01 (BT / Comercial con Demanda);0;0,00;0,00;0;0,00;0,00;11;25,41;3.050,86;3;15,46;1.889,75;3;13,80;1.738,68;1;2,84;342,89;0;0,00;0,00;1;0,00;1,41;0;0,00;0,00;0;0,00;0,00;12;25,45;2.763,63
Nov;General;Baja;Industrial;Privado;BTCGCD02 (BT / Industrial con Demanda);5;2,16;366,02;0;0,00;0,00;7;4,52;659,35;518;1.254,45;143.805,42;14;10,80;1.499,73;5;1,90;397,83;62;74,47;10.591,22;55;22,76;3.352,63;1;2,56;249,24;0;0,00;0,00;14;10,58;1.663,30
Nov;General;Baja;Industrial;Publico;BTCGCD02 (BT / Industrial con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD03 (BT / Asistencia Social con Demanda);0;0,00;0,00;0;0,00;0,00;1;3,51;292,37;82;161,42;13.216,09;6;14,82;1.380,00;2;20,23;1.503,29;5;7,48;706,39;1;1,20;100,54;0;0,00;0,00;0;0,00;0,00;2;0,83;78,36
Nov;General;Baja;Otros;Publico;BTCGCD03 (BT / Asistencia Social con Demanda);2;3,61;308,01;0;0,00;0,00;6;31,58;2.455,33;31;76,60;6.139,63;8;9,44;940,00;5;8,73;757,70;1;3,61;280,80;10;18,62;1.645,03;0;0,00;0,00;0;0,00;0,00;3;0,81;89,21
Nov;General;Baja;Otros;Privado;BTCGCD04 (BT / Autoconsumo con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD04 (BT / Autoconsumo con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD05 (BT / Beneficio P£blico con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;3,27;244,05;0;0,00;0,00;2;3,14;281,93;5;4,52;372,05;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;0,27;54,55
Nov;General;Baja;Otros;Publico;BTCGCD05 (BT / Beneficio P£blico con Demanda);2;2,76;264,98;0;0,00;0,00;8;5,33;545,22;56;75,52;6.338,35;3;3,83;433,11;8;7,97;726,12;8;11,98;1.043,18;19;36,51;3.065,89;2;1,10;86,25;0;0,00;0,00;6;1,45;288,06
Nov;General;Baja;Otros;Privado;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0,00;0,00;0;0,00;0,00;20;4,05;582,01;44;147,14;14.138,45;368;247,49;25.146,20;12;36,30;3.524,56;44;259,84;21.929,35;17;109,91;10.194,28;10;18,92;2.268,16;3;5,90;479,43;22;15,99;1.605,93
Nov;General;Baja;Otros;Publico;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0,00;0,00;0;0,00;0,00;15;23,82;2.375,47;10;54,85;5.156,72;49;42,38;4.069,77;0;0,00;0,00;0;0,00;0,00;4;13,75;1.361,23;0;0,00;0,00;1;5,04;431,06;28;19,19;1.931,13
Nov;General;Baja;Otros;Publico;BTCGCD07 (BT / Entidades Oficiales con Demanda);11;37,21;3.932,70;0;0,00;0,00;36;66,92;7.114,20;312;838,07;84.989,57;66;99,17;11.372,49;30;120,26;12.089,57;121;227,23;23.419,09;58;190,44;19.909,68;16;26,45;2.837,45;3;6,99;674,58;30;23,26;2.793,40
Nov;General;Baja;Otros;Privado;BTCGCD08 (BT / Escenarios Deportivos con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;11;21,62;2.487,30;7;1,74;294,49;1;2,32;234,99;2;3,27;441,81;1;0,13;12,54;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD08 (BT / Escenarios Deportivos con Demanda);1;2,47;274,14;0;0,00;0,00;11;2,95;424,72;0;0,00;0,00;0;0,00;0,00;1;0,00;6,20;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;13;5,74;675,85
Nov;General;Baja;Otros;Privado;BTCGCD09 (BT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD09 (BT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;7;10,84;1.138,31;222;444,38;46.333,37;82;266,99;28.661,97;1;7,65;690,05;23;61,34;6.111,18;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;5,38;533,42;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD12 (BT / Ocasional);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD12 (BT / Ocasional);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD20 (BT / Beneficio P£blico con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;5;10,20;915,38
Nov;General;Baja;Otros;Publico;BTCGCD20 (BT / Beneficio P£blico con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;42;65,68;5.590,50
Nov;General;Baja;Otros;Privado;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0,00;0,00;17;18,86;766,34;14;13,90;565,80;0;0,00;0,00;675;349,85;14.467,36;47;22,35;927,06;998;576,10;23.471,60;19;27,88;1.144,20;15;5,06;212,86;31;34,06;1.384,26;100;67,61;2.774,40
Nov;General;Baja;Otros;Publico;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);14;3,26;275,35;13;26,78;1.080,26;3;3,32;135,06;0;0,00;0,00;8;5,86;239,84;1;19,96;799,14;11;14,37;582,30;8;34,39;1.433,66;0;0,00;0,00;14;18,33;743,12;52;41,37;1.691,08
Nov;General;Baja;Industrial;Privado;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;3,16;222,82;1;1,22;123,10;0;0,00;0,00;6;47,04;4.723,78;25;339,32;28.541,37;1;3,60;338,97;0;0,00;0,00;0;0,00;0,00;182;901,16;97.980,26
Nov;General;Baja;Industrial;Publico;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;22,98;2.173,14
Nov;General;Baja;Comercial;Privado;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;49;450,49;46.128,01;100;95,28;9.710,79;2;55,01;5.206,75;23;179,07;18.337,17;2;6,58;618,43;0;0,00;0,00;0;0,00;0,00;561;2.212,67;233.780,58
Nov;General;Baja;Comercial;Publico;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;9;32,14;3.113,65
Nov;General;Baja;Otros;Privado;BTCGCD32 (BT / Culto Religioso con Demanda);0;0,00;0,00;0;0,00;0,00;1;0,39;37,43;47;48,53;5.435,42;14;7,32;757,86;3;3,20;324,82;2;4,08;316,09;15;12,72;1.627,11;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD32 (BT / Culto Religioso con Demanda);1;0,66;65,90;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;1,20;166,04;0;0,00;0,00;9;193,40;14.576,06;2;47,26;3.533,16;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;10,48;915,24
Nov;General;Baja;Otros;Publico;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;18;64,62;5.570,69
Nov;General;Baja;Otros;Publico;BTCGCD35 (BT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;2,94;333,10;0;0,00;0,00;0;0,00;0,00;8;80,66;7.613,64;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;222;923,99;89.324,91
Nov;General;Baja;Otros;Privado;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;9,27;943,07
Nov;General;Baja;Otros;Privado;BTCGCD37 (BT / Autoconsumo con Demana Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD37 (BT / Autoconsumo con Demana Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;5,88;524,66;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD38 (BT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;17,44;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD38 (BT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;180,90;15.081,45;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;39,54;3.459,14
Nov;General;Baja;Otros;Publico;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD40 (BT / Bombeo de Agua para Servicio P£blico de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;12;74,79;4.853,62;0;0,00;0,00;0;0,00;0,00;1;3,55;284,83;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;79;623,88;39.275,20
Nov;General;Baja;Otros;Privado;BTCGCD41 (BT / Veh¡culos El‚ctricos con Demanda Horaria);1;0,09;8,53;2;0,18;62,57;0;0,00;0,00;23;11,91;988,62;8;4,89;516,39;0;0,00;0,00;1;0,05;6,81;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGCD41 (BT / Veh¡culos El‚ctricos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Comercial;Privado;BTCGSD01 (BT / Comercial);3.293;849,14;86.639,81;20.079;6.486,66;655.455,70;7.604;2.730,83;277.452,81;71.044;29.296,27;3.042.875,22;17.474;7.997,22;810.380,20;6.948;2.950,93;306.237,97;16.022;6.589,84;665.927,70;11.409;4.035,50;409.419,25;8.995;3.298,07;334.809,53;24.036;7.552,74;765.909,40;11.293;3.773,57;383.517,64
Nov;General;Baja;Comercial;Publico;BTCGSD01 (BT / Comercial);0;0,00;0,00;38;2,36;280,76;223;116,22;11.860,95;20;9,97;1.070,63;6;3,19;317,91;9;4,07;406,75;29;7,62;789,23;57;23,86;2.459,73;3;1,21;122,23;16;9,73;994,69;27;33,95;3.457,72
Nov;General;Baja;Industrial;Privado;BTCGSD02 (BT / Industrial Artesanal);100;18,47;1.671,67;978;306,64;25.913,79;259;61,48;5.155,24;977;508,36;46.360,66;206;96,97;8.221,58;204;47,28;3.967,70;347;150,38;12.796,27;22;6,97;582,75;92;31,27;2.603,61;93;27,39;2.284,64;251;80,28;6.728,29
Nov;General;Baja;Industrial;Publico;BTCGSD02 (BT / Industrial Artesanal);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGSD03 (BT / Asistencia Social);0;0,00;0,00;30;8,62;460,52;41;8,84;469,62;418;182,21;16.898,34;73;28,00;1.525,00;26;11,77;644,79;309;106,34;5.878,79;30;7,56;382,56;19;2,68;143,81;3;1,11;59,52;48;7,89;446,40
Nov;General;Baja;Otros;Publico;BTCGSD03 (BT / Asistencia Social);84;30,44;1.552,37;161;81,05;4.408,30;115;50,40;2.739,16;55;52,65;5.225,72;107;89,86;5.066,88;65;37,57;2.080,08;168;106,82;5.930,79;42;20,46;1.114,05;47;25,74;1.384,17;127;93,62;5.156,23;133;66,06;3.848,51
Nov;General;Baja;Otros;Privado;BTCGSD04 (BT / Beneficio P£blico);0;0,00;0,00;6;0,50;26,25;79;18,29;974,80;0;0,00;0,00;21;3,64;198,45;100;19,06;1.078,33;247;41,38;2.311,02;63;24,13;1.309,34;21;5,70;296,85;74;6,69;382,31;51;11,98;664,38
Nov;General;Baja;Otros;Publico;BTCGSD04 (BT / Beneficio P£blico);515;41,84;2.720,46;853;104,34;5.868,16;829;138,77;7.786,64;393;185,09;17.154,26;829;120,60;6.829,53;265;39,87;2.247,76;578;96,56;5.472,54;264;42,12;2.361,06;231;46,88;2.516,86;936;113,93;6.469,38;757;77,09;4.449,35
Nov;General;Baja;Otros;Publico;BTCGSD05 (BT / Entidades Oficiales);356;97,89;9.119,01;1.026;345,48;31.928,81;399;145,62;13.452,24;1.402;1.058,75;102.670,63;628;400,55;36.777,64;292;168,84;15.566,52;521;291,01;26.779,60;350;226,71;21.078,73;599;546,09;50.468,15;676;438,82;40.293,85;280;131,86;12.131,53
Nov;General;Baja;Otros;Privado;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGSD08 (BT / Otros);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Publico;BTCGSD08 (BT / Otros);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Nov;General;Baja;Otros;Privado;BTCGSD09 (BT / Culto Religioso);305;16,66;1.336,44;538;58,33;3.200,76;420;80,43;4.268,91;383;146,34;13.179,09;931;182,68;9.748,66;421;65,09;3.491,92;414;75,03;3.969,96;421;67,64;3.473,12;266;46,83;2.405,80;721;108,88;5.969,96;408;44,27;2.450,36
